GENE	CHR	START	END	GENEID
ATF2	2	175936978	176033110	ENSG00000115966
THADA	2	43393800	43823185	ENSG00000115970
AAK1	2	69688532	69901481	ENSG00000115977
TRAK2	2	202241930	202316302	ENSG00000115993
C2orf42	2	70377012	70475747	ENSG00000115998
TIA1	2	70436576	70475792	ENSG00000116001
PCYOX1	2	70484518	70508323	ENSG00000116005
EPAS1	2	46520806	46613836	ENSG00000116016
SUMO1	2	203070903	203103331	ENSG00000116030
CD207	2	71057347	71062952	ENSG00000116031
NFE2L2	2	178092323	178257425	ENSG00000116044
MSH6	2	47922669	48037240	ENSG00000116062
PLEKHA3	2	179345195	179381189	ENSG00000116095
SPR	2	73114489	73119287	ENSG00000116096
EPHA4	2	222282747	222438922	ENSG00000116106
PARD3B	2	205410516	206484886	ENSG00000116117
FARSB	2	223435255	223521056	ENSG00000116120
ALMS1	2	73612886	73837920	ENSG00000116127
BCL9	1	147013182	147098017	ENSG00000116128
PRRX1	1	170631869	170708560	ENSG00000116132
DHCR24	1	55315306	55352891	ENSG00000116133
DNAJC16	1	15853308	15918874	ENSG00000116138
MORN1	1	2252692	2323146	ENSG00000116151
GPX7	1	53068044	53074723	ENSG00000116157
CACYBP	1	174968300	174980851	ENSG00000116161
SCP2	1	53392901	53517375	ENSG00000116171
RALGPS2	1	178694300	178889238	ENSG00000116191
ANGPTL1	1	178818840	178840187	ENSG00000116194
CEP104	1	3728645	3773778	ENSG00000116198
FAM20B	1	178994939	179045697	ENSG00000116199
TCEANC2	1	54519260	54578192	ENSG00000116205
TMEM59	1	54497347	54519177	ENSG00000116209
LRRC42	1	54411750	54433841	ENSG00000116212
WRAP73	1	3547331	3569325	ENSG00000116213
MRPL37	1	54649714	54691137	ENSG00000116221
ICMT	1	6281253	6296032	ENSG00000116237
RPL22	1	6241329	6269449	ENSG00000116251
CHD5	1	6161853	6240183	ENSG00000116254
QSOX1	1	180123969	180173165	ENSG00000116260
STXBP3	1	109289296	109352148	ENSG00000116266
PHF13	1	6673745	6684093	ENSG00000116273
ERRFI1	1	8064464	8086368	ENSG00000116285
PARK7	1	8014351	8045565	ENSG00000116288
KIAA1324	1	109656301	109749401	ENSG00000116299
OPRD1	1	29138654	29190208	ENSG00000116329
AMPD2	1	110158726	110174673	ENSG00000116337
SRSF4	1	29474255	29508499	ENSG00000116350
MECR	1	29519385	29557454	ENSG00000116353
KCNC4	1	110753965	110825722	ENSG00000116396
EDEM3	1	184659365	184724047	ENSG00000116406
WDR77	1	111982512	111991998	ENSG00000116455
ATP5F1	1	111991486	112005395	ENSG00000116459
RAP1A	1	112084840	112259313	ENSG00000116473
HDAC1	1	32757687	32799236	ENSG00000116478
CAPZA1	1	113161795	113214241	ENSG00000116489
S100PBP	1	33282368	33324476	ENSG00000116497
RNF19B	1	33402046	33430286	ENSG00000116514
SCAMP3	1	155225770	155232221	ENSG00000116521
TRIM62	1	33611003	33647660	ENSG00000116525
ASH1L	1	155305059	155532598	ENSG00000116539
DLGAP3	1	35331037	35395186	ENSG00000116544
SFPQ	1	35641979	35658749	ENSG00000116560
RHOU	1	228870824	228882416	ENSG00000116574
GON4L	1	155719508	155829191	ENSG00000116580
ARHGEF2	1	155916630	155976861	ENSG00000116584
LAMTOR2	1	156024543	156028301	ENSG00000116586
MEF2D	1	156433519	156470620	ENSG00000116604
DOCK7	1	62920399	63153969	ENSG00000116641
SRM	1	11114641	11120081	ENSG00000116649
FBXO2	1	11708424	11715842	ENSG00000116661
FBXO6	1	11724181	11734411	ENSG00000116663
C1orf21	1	184356192	184598154	ENSG00000116667
SWT1	1	185126212	185260897	ENSG00000116668
MAD2L2	1	11734537	11751707	ENSG00000116670
DNAJC6	1	65713902	65881552	ENSG00000116675
LEPR	1	65886248	66107242	ENSG00000116678
IVNS1ABP	1	185265520	185286461	ENSG00000116679
KIAA2013	1	11979648	11986485	ENSG00000116685
MFN2	1	12040238	12073571	ENSG00000116688
PRG4	1	186265405	186283694	ENSG00000116690
MIIP	1	12079523	12092102	ENSG00000116691
SMG7	1	183441351	183567381	ENSG00000116698
NCF2	1	183524698	183560011	ENSG00000116701
SLC35D1	1	67465015	67519782	ENSG00000116704
PLA2G4A	1	186798085	186958113	ENSG00000116711
GADD45A	1	68150744	68154021	ENSG00000116717
WLS	1	68564142	68698803	ENSG00000116729
PRDM2	1	14026693	14151574	ENSG00000116731
RGS2	1	192778169	192781403	ENSG00000116741
TROVE2	1	193028552	193060907	ENSG00000116747
AMPD1	1	115215719	115238239	ENSG00000116748
UCHL5	1	192981380	193029237	ENSG00000116750
BCAS2	1	115110178	115124260	ENSG00000116752
SRSF11	1	70671365	70718735	ENSG00000116754
CTH	1	70876901	70905534	ENSG00000116761
AGMAT	1	15898848	15911605	ENSG00000116771
OLFML3	1	114522063	114524876	ENSG00000116774
TNNI3K	1	74663947	75010112	ENSG00000116783
PLEKHM2	1	16010827	16061264	ENSG00000116786
CRYZ	1	75171170	75199092	ENSG00000116791
PHTF1	1	114239453	114302111	ENSG00000116793
ZBTB17	1	16268364	16302627	ENSG00000116809
CD58	1	117057157	117113661	ENSG00000116815
TFAP2E	1	36038971	36060929	ENSG00000116819
CD2	1	117297007	117311850	ENSG00000116824
TTF2	1	117602925	117650075	ENSG00000116830
KIF21B	1	200938520	200992828	ENSG00000116852
TMEM9	1	201103900	201140702	ENSG00000116857
ADPRHL2	1	36554476	36559533	ENSG00000116863
MAP7D1	1	36621180	36646450	ENSG00000116871
WARS2	1	119573839	119683294	ENSG00000116874
HAO2	1	119911402	119936753	ENSG00000116882
	1	36789335	36794822	ENSG00000116883
OSCP1	1	36881428	36916086	ENSG00000116885
MRPS15	1	36921319	36930038	ENSG00000116898
EXOC8	1	231468480	231473598	ENSG00000116903
GNPAT	1	231376953	231413719	ENSG00000116906
TSNAX	1	231664399	231702270	ENSG00000116918
C1orf109	1	38147242	38157914	ENSG00000116922
RRAGC	1	39303870	39325495	ENSG00000116954
TBCE	1	235530675	235612283	ENSG00000116957
NID1	1	236139130	236228462	ENSG00000116962
LGALS8	1	236681300	236716281	ENSG00000116977
HPCAL4	1	40144320	40157361	ENSG00000116983
MTR	1	236958610	237067281	ENSG00000116984
BMP8B	1	40222854	40254533	ENSG00000116985
MYCL	1	40361098	40367928	ENSG00000116990
SIPA1L2	1	232533711	232697304	ENSG00000116991
RLF	1	40627045	40706593	ENSG00000117000
KMO	1	241695434	241758944	ENSG00000117009
ZNF684	1	40997233	41013841	ENSG00000117010
KCNQ4	1	41249684	41306124	ENSG00000117013
RIMS3	1	41086351	41131329	ENSG00000117016
AKT3	1	243651535	244014381	ENSG00000117020
ETV3	1	157090983	157108266	ENSG00000117036
ACADM	1	76190036	76253260	ENSG00000117054
SLAMF1	1	160577890	160617085	ENSG00000117090
CD48	1	160648536	160681641	ENSG00000117091
PADI2	1	17393256	17445948	ENSG00000117115
SDHB	1	17345217	17380665	ENSG00000117118
RPF1	1	84944942	84963473	ENSG00000117133
KDM5B	1	202696526	202778598	ENSG00000117139
UAP1	1	162531323	162569627	ENSG00000117143
CTBS	1	85015289	85040163	ENSG00000117151
KLHL12	1	202860228	202897764	ENSG00000117153
IGSF21	1	18434240	18704977	ENSG00000117154
SSX2IP	1	85109390	85156486	ENSG00000117155
ZNHIT6	1	86115106	86174116	ENSG00000117174
PLA2G2D	1	20438432	20446050	ENSG00000117215
RBBP5	1	205055270	205091143	ENSG00000117222
GBP3	1	89472349	89488577	ENSG00000117226
GBP1	1	89518002	89531043	ENSG00000117228
PINK1-AS	1	20969150	20978686	ENSG00000117242
KIF17	1	20990507	21044510	ENSG00000117245
GPR89A	1	145764411	145827103	ENSG00000117262
CDK18	1	205473723	205501921	ENSG00000117266
RAB7L1	1	205737114	205744588	ENSG00000117280
CD160	1	145695798	145715614	ENSG00000117281
TXNIP	1	145438469	145442635	ENSG00000117289
ECE1	1	21543740	21671997	ENSG00000117298
HMGCL	1	24128375	24165110	ENSG00000117305
GALE	1	24122089	24127271	ENSG00000117308
ID3	1	23884409	23886285	ENSG00000117318
CR2	1	207627575	207663240	ENSG00000117322
CD46	1	207925402	207968858	ENSG00000117335
PRPF3	1	150293925	150325671	ENSG00000117360
APH1A	1	150237804	150241980	ENSG00000117362
LEPRE1	1	43212006	43232755	ENSG00000117385
SLC2A1	1	43391052	43424530	ENSG00000117394
EBNA1BP2	1	43629846	43736607	ENSG00000117395
CDC20	1	43824626	43828874	ENSG00000117399
MPL	1	43803478	43818443	ENSG00000117400
IPO13	1	44412611	44433694	ENSG00000117408
ATP6V0B	1	44440159	44443967	ENSG00000117410
B4GALT2	1	44444615	44456840	ENSG00000117411
ERI3	1	44686742	44820932	ENSG00000117419
PTCH2	1	45285516	45308735	ENSG00000117425
AKR1A1	1	46016215	46035721	ENSG00000117448
PRDX1	1	45976708	45988719	ENSG00000117450
PIK3R3	1	46505812	46642160	ENSG00000117461
TSPAN1	1	46640745	46651630	ENSG00000117472
BLZF1	1	169337208	169365778	ENSG00000117475
CCDC181	1	169364108	169429907	ENSG00000117477
SLC19A2	1	169433147	169455241	ENSG00000117479
FAAH	1	46859937	46879520	ENSG00000117480
NSUN4	1	46805849	46830824	ENSG00000117481
TMED5	1	93615299	93646285	ENSG00000117500
DR1	1	93811445	93835055	ENSG00000117505
CNN3	1	95362507	95392834	ENSG00000117519
PRRC2C	1	171454651	171562650	ENSG00000117523
F3	1	94994781	95007356	ENSG00000117525
ABCD3	1	94883933	94984222	ENSG00000117528
VAMP4	1	171669300	171711387	ENSG00000117533
DPH5	1	101455179	101491644	ENSG00000117543
FASLG	1	172628154	172636014	ENSG00000117560
PTBP2	1	97187221	97289294	ENSG00000117569
TNFSF4	1	173152873	173176452	ENSG00000117586
PRDX6	1	173446405	173457946	ENSG00000117592
DARS2	1	173793641	173827684	ENSG00000117593
HSD11B1	1	209859510	209908295	ENSG00000117594
IRF6	1	209959036	209979465	ENSG00000117595
DIEXF	1	210001352	210030910	ENSG00000117597
SERPINC1	1	173872947	173886516	ENSG00000117601
RCAN3	1	24829387	24867530	ENSG00000117602
SYF2	1	25549170	25558993	ENSG00000117614
C1orf63	1	25568728	25664704	ENSG00000117616
SLC35A3	1	100435345	100492535	ENSG00000117620
RCOR3	1	211431719	211489727	ENSG00000117625
STMN1	1	26210672	26233482	ENSG00000117632
MTFR1L	1	26145131	26159432	ENSG00000117640
MAN1C1	1	25943959	26112698	ENSG00000117643
NEK2	1	211836114	211848960	ENSG00000117650
RPS6KA1	1	26856252	26901521	ENSG00000117676
DHDDS	1	26758773	26797785	ENSG00000117682
NENF	1	212606229	212619714	ENSG00000117691
NSL1	1	212899495	212965124	ENSG00000117697
ARID1A	1	27022524	27108595	ENSG00000117713
CENPF	1	214776538	214837931	ENSG00000117724
RPA2	1	28218035	28241257	ENSG00000117748
PPP1R8	1	28157289	28178187	ENSG00000117751
STX12	1	28099694	28150963	ENSG00000117758
MARC2	1	220921567	220958150	ENSG00000117791
SLC5A9	1	48688357	48714316	ENSG00000117834
OSBPL9	1	52042851	52254889	ENSG00000117859
TXNDC12	1	52485803	52521843	ENSG00000117862
COLEC11	2	3642426	3692048	ENSG00000118004
KIF14	1	200520628	200589862	ENSG00000118193
TNNT2	1	201328136	201346890	ENSG00000118194
DDX59	1	200593024	200639097	ENSG00000118197
CAMSAP2	1	200708686	200829832	ENSG00000118200
ATF6	1	161736084	161933860	ENSG00000118217
MREG	2	216809213	216898819	ENSG00000118242
FASTKD2	2	207630081	207657233	ENSG00000118246
NRP2	2	206546714	206662857	ENSG00000118257
CREB1	2	208394461	208468155	ENSG00000118260
KLF7	2	207938861	208031991	ENSG00000118263
C1orf54	1	150240600	150253327	ENSG00000118292
CA14	1	150229554	150237478	ENSG00000118298
ANKRD13C	1	70726271	70820417	ENSG00000118454
SGIP1	1	66999066	67213982	ENSG00000118473
VAMP8	2	85788685	85809154	ENSG00000118640
DCLRE1B	1	114447763	114456708	ENSG00000118655
CASQ2	1	116242628	116311402	ENSG00000118729
RAB3GAP2	1	220321635	220445796	ENSG00000118873
HS1BP3	2	20760208	20850849	ENSG00000118960
C2orf43	2	20883788	21022882	ENSG00000118961
WDR35	2	20110021	20189892	ENSG00000118965
DNAH7	2	196602427	196933536	ENSG00000118997
CYP20A1	2	204103663	204163009	ENSG00000119004
NDUFB3	2	201936156	201950473	ENSG00000119013
GTF3C3	2	197627756	197664449	ENSG00000119041
SATB2	2	200134223	200335989	ENSG00000119042
C2orf40	2	106679702	106694615	ENSG00000119147
ITGB1BP1	2	9543604	9563676	ENSG00000119185
CPSF3	2	9563697	9613230	ENSG00000119203
C1orf198	1	230972865	231005335	ENSG00000119280
HEATR1	1	236712305	236767804	ENSG00000119285
CSF3R	1	36931644	36948879	ENSG00000119535
RHOQ	2	46768945	46810260	ENSG00000119729
GPR75	2	54080050	54087126	ENSG00000119737
SUPT7L	2	27873679	27886676	ENSG00000119760
KLHL29	2	23608088	23931481	ENSG00000119771
DNMT3A	2	25455845	25565459	ENSG00000119772
TMEM214	2	27255778	27264563	ENSG00000119777
ATAD2B	2	23971534	24149984	ENSG00000119778
FKBP1B	2	24272571	24286551	ENSG00000119782
ATL2	2	38522022	38604427	ENSG00000119787
YPEL5	2	30369807	30383399	ENSG00000119801
FAM98A	2	33808725	33824449	ENSG00000119812
YIPF4	2	32502979	32541663	ENSG00000119820
AFTPH	2	64751465	64820139	ENSG00000119844
LGALSL	2	64681103	64688515	ENSG00000119862
CNRIP1	2	68511303	68547183	ENSG00000119865
BCL11A	2	60678302	60780702	ENSG00000119866
CRIPT	2	46843555	46852881	ENSG00000119878
EPCAM	2	47572297	47614740	ENSG00000119888
MRPS14	1	174979925	174992561	ENSG00000120333
CENPL	1	173768688	173793858	ENSG00000120334
SEC16B	1	177893091	177953438	ENSG00000120341
GORAB	1	170501270	170522587	ENSG00000120370
TAF12	1	28915835	28969597	ENSG00000120656
NPPB	1	11917521	11918988	ENSG00000120937
UBIAD1	1	11333263	11356106	ENSG00000120942
TARDBP	1	11072414	11085796	ENSG00000120948
TNFRSF8	1	12123434	12204264	ENSG00000120949
NCAPH	2	97001525	97039583	ENSG00000121152
ECHDC2	1	53361656	53392884	ENSG00000121310
PDZRN3	3	73431584	73674091	ENSG00000121440
LHX4	1	180199421	180249380	ENSG00000121454
RNF2	1	185014496	185071740	ENSG00000121481
TRMT1L	1	185087220	185126204	ENSG00000121486
DPPA4	3	109044988	109056419	ENSG00000121570
DESI2	1	244816237	244872335	ENSG00000121644
BAI2	1	32192718	32230494	ENSG00000121753
HCRTR1	1	32083287	32098119	ENSG00000121764
ZCCHC17	1	31769842	31837783	ENSG00000121766
FABP3	1	31838472	31849697	ENSG00000121769
KHDRBS1	1	32479430	32526451	ENSG00000121774
TMEM39B	1	32537632	32568467	ENSG00000121775
CCRL2	3	46448654	46454488	ENSG00000121797
CCR2	3	46395225	46402419	ENSG00000121807
RNF115	1	145611036	145696218	ENSG00000121848
POLR3GL	1	145456236	145470388	ENSG00000121851
TMEM54	1	33360195	33367039	ENSG00000121900
ZSCAN20	1	33938246	33962107	ENSG00000121903
HPCA	1	33351595	33364042	ENSG00000121905
LRIF1	1	111489807	111506701	ENSG00000121931
ADORA3	1	112025970	112106584	ENSG00000121933
CLCC1	1	109472130	109506111	ENSG00000121940
GPSM2	1	109417972	109477167	ENSG00000121957
GTDC1	2	144695635	145090135	ENSG00000121964
CXCR4	2	136871919	136875735	ENSG00000121966
ZRANB3	2	135894486	136288806	ENSG00000121988
ACVR2A	2	148602086	148688393	ENSG00000121989
MTERFD2	2	242011584	242041747	ENSG00000122085
FMOD	1	203309756	203320617	ENSG00000122176
LAX1	1	203734304	203745361	ENSG00000122188
COPA	1	160259063	160313190	ENSG00000122218
CD244	1	160799950	160832692	ENSG00000122223
LY9	1	160765864	160798051	ENSG00000122224
RPL5	1	93297582	93307481	ENSG00000122406
ODF2L	1	86814344	86862023	ENSG00000122417
PTGFR	1	78769568	79005434	ENSG00000122420
SPATA1	1	84971974	85031877	ENSG00000122432
TRMT13	1	100598706	100616053	ENSG00000122435
LRRC39	1	100614409	100643771	ENSG00000122477
RWDD3	1	95699711	95712781	ENSG00000122481
ZNF644	1	91380859	91487829	ENSG00000122482
CCDC18	1	93645476	93744287	ENSG00000122483
RPAP2	1	92764522	92867613	ENSG00000122484
NBPF14	1	148003642	148025863	ENSG00000122497
CDKN2C	1	51426417	51440305	ENSG00000123080
RNF11	1	51701943	51739127	ENSG00000123091
ATPAF1	1	47098409	47139539	ENSG00000123472
STIL	1	47715811	47779819	ENSG00000123473
HJURP	2	234742062	234763212	ENSG00000123485
METTL8	2	172173919	172291312	ENSG00000123600
TTC21B	2	166713985	166810353	ENSG00000123607
NMI	2	152126979	152146571	ENSG00000123609
TNFAIP6	2	152214106	152236560	ENSG00000123610
ACVR1C	2	158383279	158485517	ENSG00000123612
BAZ2B	2	160175490	160473203	ENSG00000123636
LPGAT1	1	211916799	212004114	ENSG00000123684
BATF3	1	212859760	212873327	ENSG00000123685
G0S2	1	209848765	209849733	ENSG00000123689
PFKFB2	1	207222801	207254369	ENSG00000123836
C4BPA	1	207277607	207318317	ENSG00000123838
C4BPB	1	207262187	207273338	ENSG00000123843
ACSL3	2	223725652	223809357	ENSG00000123983
CHPF	2	220403669	220408509	ENSG00000123989
DNPEP	2	220238268	220264744	ENSG00000123992
INHA	2	220433884	220440435	ENSG00000123999
OBSL1	2	220415451	220436581	ENSG00000124006
FAM124B	2	225243415	225266802	ENSG00000124019
STAMBP	2	74056086	74100786	ENSG00000124356
NAGK	2	71291474	71306935	ENSG00000124357
MCEE	2	71336814	71357369	ENSG00000124370
PAIP2B	2	71409869	71454213	ENSG00000124374
SNRNP27	2	70120692	70132707	ENSG00000124380
MPHOSPH10	2	71357444	71377231	ENSG00000124383
LRRFIP1	2	238536219	238722325	ENSG00000124831
RAB17	2	238482965	238510257	ENSG00000124839
EMC3	3	10004221	10052800	ENSG00000125037
MSTO1	1	155579979	155718153	ENSG00000125459
C1orf61	1	156374042	156400493	ENSG00000125462
IL1B	2	113587328	113594480	ENSG00000125538
PLGLB2	2	88047606	88058312	ENSG00000125551
CHCHD5	2	113341817	113346852	ENSG00000125611
PAX8	2	113973574	114036527	ENSG00000125618
INSIG2	2	118846028	118868573	ENSG00000125629
POLR1B	2	113299492	113334635	ENSG00000125630
HTR5BP	2	118617003	118692518	ENSG00000125631
CCDC93	2	118673054	118771709	ENSG00000125633
PSD4	2	113914902	113966973	ENSG00000125637
ATG4C	1	63249806	63331184	ENSG00000125703
HNRNPR	1	23630264	23670829	ENSG00000125944
ZNF436	1	23685941	23695935	ENSG00000125945
TMEM115	3	50392180	50397041	ENSG00000126062
PSMB2	1	36067185	36107445	ENSG00000126067
AGO3	1	36396319	36538101	ENSG00000126070
UROD	1	45477819	45481247	ENSG00000126088
ST3GAL3	1	44171495	44396831	ENSG00000126091
TMEM53	1	45100910	45140227	ENSG00000126106
HECTD3	1	45468212	45477001	ENSG00000126107
DNAJC8	1	28525967	28559536	ENSG00000126698
AHDC1	1	27860546	27930942	ENSG00000126705
IFI6	1	27992572	27998729	ENSG00000126709
CPSF3L	1	1246965	1260071	ENSG00000127054
HIVEP3	1	41972036	42501596	ENSG00000127124
PPCS	1	42921788	42939056	ENSG00000127125
AUNIP	1	26158414	26185903	ENSG00000127423
EMC1	1	19542158	19578046	ENSG00000127463
UBR4	1	19401000	19536770	ENSG00000127481
HP1BP3	1	21069154	21113816	ENSG00000127483
MACF1	1	39546988	39952849	ENSG00000127603
TUBA4A	2	220114433	220142892	ENSG00000127824
VIL1	2	219283815	219318018	ENSG00000127831
AAMP	2	219128850	219134980	ENSG00000127837
PNKD	2	219135115	219211516	ENSG00000127838
MYO1B	2	192109911	192290115	ENSG00000128641
MTX2	2	177134123	177202753	ENSG00000128654
CHN1	2	175664091	175870097	ENSG00000128656
GAD1	2	171669723	171717661	ENSG00000128683
EIF2S2P4	2	171608221	171609562	ENSG00000128692
OSGEPL1	2	190611386	190627953	ENSG00000128694
ORMDL1	2	190635049	190649097	ENSG00000128699
HAT1	2	172778958	172848599	ENSG00000128708
SGOL1	3	20202085	20227784	ENSG00000129810
SH3BP4	2	235860617	235964358	ENSG00000130147
KIF1A	2	241653181	241759725	ENSG00000130294
NDUFA10	2	240831867	240964819	ENSG00000130414
PXDN	2	1635659	1748624	ENSG00000130508
SAG	2	234216462	234255701	ENSG00000130561
CEP85	1	26560691	26605299	ENSG00000130695
LRRC47	1	3696784	3713068	ENSG00000130764
SESN2	1	28586038	28609002	ENSG00000130766
SMPDL3B	1	28261504	28285668	ENSG00000130768
ATPIF1	1	28562620	28573417	ENSG00000130770
MED18	1	28655513	28662476	ENSG00000130772
THEMIS2	1	28199055	28213196	ENSG00000130775
UBE4B	1	10092890	10241297	ENSG00000130939
CASZ1	1	10696661	10856707	ENSG00000130940
CAP1	1	40505905	40538321	ENSG00000131236
PPT1	1	40538379	40563375	ENSG00000131238
MRPS25	3	15083967	15106842	ENSG00000131368
SH3BP5	3	15296360	15382875	ENSG00000131370
HACL1	3	15602211	15643338	ENSG00000131373
TBC1D5	3	17198654	18486309	ENSG00000131374
CAPN7	3	15247659	15294425	ENSG00000131375
RFTN1	3	16355081	16555533	ENSG00000131378
C3orf20	3	14716606	14814541	ENSG00000131379
ZFYVE20	3	15111580	15140670	ENSG00000131381
GALNT15	3	16216156	16273499	ENSG00000131386
SLC6A6	3	14444076	14530857	ENSG00000131389
ACAP3	1	1227756	1244989	ENSG00000131584
C1orf159	1	1017198	1051741	ENSG00000131591
CA6	1	9005926	9035151	ENSG00000131686
NPHP4	1	5922871	6052533	ENSG00000131697
CHD1L	1	146714291	146767443	ENSG00000131778
PEX11B	1	145516252	145523730	ENSG00000131779
FMO5	1	146646930	146714700	ENSG00000131781
PIAS3	1	145575233	145586546	ENSG00000131788
PRKAB2	1	146626685	146644129	ENSG00000131791
RBM8A	1	145507598	145513536	ENSG00000131795
SPATA6	1	48761044	48937845	ENSG00000132122
LRRC41	1	46726868	46769280	ENSG00000132128
DHX30	3	47844399	47891685	ENSG00000132153
RAF1	3	12625100	12705725	ENSG00000132155
PPARG	3	12328867	12475855	ENSG00000132170
NUP210	3	13357737	13461809	ENSG00000132182
FCRLA	1	161676762	161684142	ENSG00000132185
HSD17B7	1	162760492	162782607	ENSG00000132196
PTCD3	2	86333305	86369280	ENSG00000132300
IMMT	2	86371055	86422893	ENSG00000132305
MRPL35	2	86426478	86440917	ENSG00000132313
IQCA1	2	237232794	237416185	ENSG00000132321
ILKAP	2	239079042	239112370	ENSG00000132323
PER2	2	239152679	239198743	ENSG00000132326
RAMP1	2	238767536	238820756	ENSG00000132329
SCLY	2	238969530	239008054	ENSG00000132330
ZRANB2	1	71528974	71546980	ENSG00000132485
DAP3	1	155657751	155708801	ENSG00000132676
KIAA0907	1	155882834	155904191	ENSG00000132680
ATP1A4	1	160121360	160156767	ENSG00000132681
NES	1	156638555	156647189	ENSG00000132688
BCAN	1	156611182	156629324	ENSG00000132692
CRP	1	159682079	159684379	ENSG00000132693
ARHGEF11	1	156904632	157015162	ENSG00000132694
RAB25	1	156030951	156040295	ENSG00000132698
HAPLN2	1	156589086	156595517	ENSG00000132702
APCS	1	159557615	159558655	ENSG00000132703
FCRL2	1	157715523	157746922	ENSG00000132704
DCAF8	1	160185505	160254920	ENSG00000132716
SYT11	1	155829300	155854990	ENSG00000132718
MMACHC	1	45965725	45976739	ENSG00000132763
DPH2	1	44435672	44439041	ENSG00000132768
TOE1	1	45805342	45809647	ENSG00000132773
NASP	1	46049518	46084566	ENSG00000132780
MUTYH	1	45794835	45806142	ENSG00000132781
INADL	1	62208149	62629592	ENSG00000132849
ANGPTL3	1	63063158	63071830	ENSG00000132855
FBXO44	1	11714432	11723384	ENSG00000132879
RSG1	1	16558195	16563657	ENSG00000132881
